ChemicalName,ChemicalID,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EGFR,1956,protein,Homo sapiens,9606.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of and results in increased activity of EGFR protein"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EGFR,1956,protein,Homo sapiens,9606.0,"14,15-eicosa-5-enoic acid inhibits the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of and results in increased activity of EGFR protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EPHX2,2053,protein,Mus musculus,10090.0,"[Arsenites results in increased expression of and results in increased activity of EPHX2 protein] which results in decreased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EPHX2,2053,gene,Mus musculus,10090.0,"EPHX2 gene mutant form results in increased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EPHX2,2053,protein,Mus musculus,10090.0,"EPHX2 protein results in increased hydrolysis of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,EPHX2,2053,protein,Mus musculus,10090.0,"[Mercuric Chloride results in increased expression of and results in increased activity of EPHX2 protein] which results in decreased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,FDX1,2230,protein,,,"[CYP2C8 protein modified form co-treated with FDX1 protein co-treated with FDXR protein] results in increased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,FDXR,2232,protein,,,"[CYP2C8 protein modified form co-treated with FDX1 protein co-treated with FDXR protein] results in increased abundance of 11,12-epoxy-5,8,14-eicosatrienoic acid"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,MAPK1,5594,protein,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK1 protein"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,MAPK1,5594,protein,Mus musculus,10090.0,"CYP2C23 mRNA promotes the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK1 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,MAPK3,5595,protein,Mus musculus,10090.0,"11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK3 protein"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,MAPK3,5595,protein,Mus musculus,10090.0,"CYP2C23 mRNA promotes the reaction [11,12-epoxy-5,8,14-eicosatrienoic acid results in increased phosphorylation of MAPK3 protein]"
"11,12-epoxy-5,8,14-eicosatrienoic acid",C046783,,NME1,4830,protein,Homo sapiens,9606.0,"11,12-epoxy-5,8,14-eicosatrienoic acid inhibits the reaction [Terfenadine analog results in increased expression of NME1 protein]"
"1,1,1,2-tetrafluoro-2-chloroethane",C072959,2837-89-0,CYP2E1,1571,protein,Rattus norvegicus,10116.0,"CYP2E1 protein results in increased metabolism of 1,1,1,2-tetrafluoro-2-chloroethane"
"11,14,15-trihydroxyeicosa-5,8,12-trienoic acid",C051283,79595-81-6,ALOX15,246,protein,Mus musculus,10090.0,"[ALOX15 protein affects the metabolism of Arachidonic Acid] which results in increased abundance of 11,14,15-trihydroxyeicosa-5,8,12-trienoic acid"
"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",C527346,,HPGDS,27306,protein,Mus musculus,10090.0,"HPGDS protein results in increased abundance of 11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid"
"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",C527346,,PTGDS,5730,protein,Mus musculus,10090.0,"PTGDS protein results in increased abundance of 11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid"
"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",C527346,,PTGS1,5742,protein,Homo sapiens,9606.0,"PTGS1 protein results in increased abundance of 11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid"
"11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid",C527346,,PTGS1,5742,protein,Mus musculus,10090.0,"PTGS1 protein results in increased abundance of 11,15-dioxo-9-hydroxy-2,3,4,5-tetranorprostan-1,20-dioic acid"
"11,17-dihydroxy-6-methyl-17-(1-propynyl)androsta-1,4,6-triene-3-one",C049154,74915-64-3,NR3C1,2908,protein,Rattus norvegicus,10116.0,"NR3C1 protein binds to 11,17-dihydroxy-6-methyl-17-(1-propynyl)androsta-1,4,6-triene-3-one"
111In-DOTA-TOC,C507387,,SSTR2,6752,protein,Homo sapiens,9606.0,111In-DOTA-TOC binds to SSTR2 protein
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,AHR,196,mRNA,Mus musculus,10090.0,"ESR1 protein affects the susceptibility to [1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane affects the expression of AHR mRNA]"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CAT,847,protein,Homo sapiens,9606.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane binds to CAT protein"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP11A1,1583,mRNA,Mus musculus,10090.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane results in decreased expression of CYP11A1 mRNA"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP17A1,1586,mRNA,Mus musculus,10090.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane results in decreased expression of CYP17A1 mRNA"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP19A1,1588,mRNA,Mus musculus,10090.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane results in decreased expression of CYP19A1 mRNA"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP1A2,1544,protein,Homo sapiens,9606.0,"CYP1A2 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP1A2,1544,protein,Homo sapiens,9606.0,"CYP1A2 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2A6,1548,protein,Homo sapiens,9606.0,"CYP2A6 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2B1,24300,protein,Rattus norvegicus,10116.0,"CYP2B1 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2B6,1555,protein,Homo sapiens,9606.0,"CYP2B6 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2B6,1555,protein,Homo sapiens,9606.0,"CYP2B6 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2C18,1562,protein,Homo sapiens,9606.0,"CYP2C18 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2C19,1557,protein,Homo sapiens,9606.0,"CYP2C19 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2C19,1557,protein,Homo sapiens,9606.0,"CYP2C19 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2C9,1559,protein,Homo sapiens,9606.0,"CYP2C9 protein results in increased chemical synthesis of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2D6,1565,protein,Homo sapiens,9606.0,"CYP2D6 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP2E1,1571,protein,Homo sapiens,9606.0,"CYP2E1 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP3A4,1576,protein,Homo sapiens,9606.0,"CYP3A4 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP3A41A,53973,mRNA,Mus musculus,10090.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane results in increased expression of CYP3A41A mRNA"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CYP3A5,1577,protein,Homo sapiens,9606.0,"CYP3A5 protein results in increased hydroxylation of 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,ESR1,2099,protein,Micropterus salmoides,27706.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane binds to and results in increased activity of ESR1 protein"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,ESR1,2099,protein,Mus musculus,10090.0,"ESR1 protein affects the susceptibility to [1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane affects the expression of AHR mRNA]"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,ESR1,2099,protein,Mus musculus,10090.0,"ESR1 protein results in increased susceptibility to 1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,ESR2A,317734,protein,Micropterus salmoides,27706.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane binds to and results in increased activity of ESR2A protein"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,ESR2B,317733,protein,Micropterus salmoides,27706.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane binds to and results in increased activity of ESR2B protein"
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,NR1I3,9970,protein,Rattus norvegicus,10116.0,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane results in increased activity of NR1I3 protein"
"1,1,1-trichloroethane",C024566,71-55-6,ABCA12,26154,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of ABCA12 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,ADAM1B,100420505,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of ADAM1B mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,ADGRD1,283383,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of ADGRD1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,ALG2,85365,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of ALG2 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,CKAP5,9793,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of CKAP5 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,CMTR2,55783,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of CMTR2 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,CPD,1362,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of CPD mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,CXCL3,2921,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of CXCL3 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,CYP2E1,1571,protein,Homo sapiens,9606.0,"CYP2E1 protein results in increased oxidation of 1,1,1-trichloroethane"
"1,1,1-trichloroethane",C024566,71-55-6,D0KIST5,27490,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of D0KIST5 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,D2ERTD295E,51901,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of D2ERTD295E mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,D9WSU74E,27963,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of D9WSU74E mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,ENTR1,10807,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of ENTR1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,ETV1,2115,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of ETV1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,EXOSC10,5394,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of EXOSC10 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,FAT3,120114,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of FAT3 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,FMNL3,91010,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of FMNL3 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,FXYD7,53822,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of FXYD7 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GABRA1,2554,protein,Homo sapiens,9606.0,"1,1,1-trichloroethane promotes the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB1 protein]]"
"1,1,1-trichloroethane",C024566,71-55-6,GABRB1,2560,protein,Homo sapiens,9606.0,"1,1,1-trichloroethane promotes the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB1 protein]]"
"1,1,1-trichloroethane",C024566,71-55-6,GADL1,339896,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of GADL1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GATAD2A,54815,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of GATAD2A mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GFRA1,2674,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of GFRA1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GJB3,2707,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of GJB3 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GLRA1,2741,protein,Homo sapiens,9606.0,"1,1,1-trichloroethane promotes the reaction [Glycine Agents results in increased activity of GLRA1 protein mutant form]"
"1,1,1-trichloroethane",C024566,71-55-6,GLRA1,2741,protein,Homo sapiens,9606.0,"GLRA1 protein results in increased susceptibility to 1,1,1-trichloroethane"
"1,1,1-trichloroethane",C024566,71-55-6,GNA12,2768,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of GNA12 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,GRIN1,2902,protein,Xenopus laevis,8355.0,"1,1,1-trichloroethane results in decreased activity of [GRIN1 protein binds to GRIN2A protein]"
"1,1,1-trichloroethane",C024566,71-55-6,GRIN1,2902,protein,Xenopus laevis,8355.0,"1,1,1-trichloroethane results in decreased activity of [GRIN1 protein binds to GRIN2B protein]"
"1,1,1-trichloroethane",C024566,71-55-6,GRIN2A,2903,protein,Xenopus laevis,8355.0,"1,1,1-trichloroethane results in decreased activity of [GRIN1 protein binds to GRIN2A protein]"
"1,1,1-trichloroethane",C024566,71-55-6,GRIN2B,2904,protein,Xenopus laevis,8355.0,"1,1,1-trichloroethane results in decreased activity of [GRIN1 protein binds to GRIN2B protein]"
"1,1,1-trichloroethane",C024566,71-55-6,HMOX1,3162,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of HMOX1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,HPRT1,3251,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of HPRT1 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,HTR3A,3359,protein,Mus musculus,10090.0,"1,1,1-trichloroethane promotes the reaction [Serotonin results in increased activity of HTR3A protein]"
"1,1,1-trichloroethane",C024566,71-55-6,IGSF5,150084,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of IGSF5 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,KCNV2,169522,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of KCNV2 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,KIF24,347240,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in increased expression of KIF24 mRNA"
"1,1,1-trichloroethane",C024566,71-55-6,KREMEN1,83999,mRNA,Mus musculus,10090.0,"1,1,1-trichloroethane results in decreased expression of KREMEN1 mRNA"
