ChemicalName,ChemicalID,PhenotypeName,PhenotypeID,CoMentionedTerms,Organism,OrganismID,Interaction,InteractionActionsAnatomyTerms,InferenceGeneSymbols
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of intracellular estrogen receptor signaling pathway,GO:0033148,,Homo sapiens,9606.0,"1,1-bis(4-hydroxyphenyl)cyclohexane results in increased positive regulation of intracellular estrogen receptor signaling pathway",increases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,positive regulation of intracellular estrogen receptor signaling pathway,GO:0033148,Fulvestrant^D000077267^MESH,Homo sapiens,9606.0,"Fulvestrant inhibits the reaction [1,1-bis(4-hydroxyphenyl)cyclohexane results in increased positive regulation of intracellular estrogen receptor signaling pathway]",decreases^reaction|increases^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,pupation,GO:0035074,,Drosophila melanogaster,7227.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects pupation",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,superoxide dismutase activity,GO:0004784,,Danio rerio,7955.0,"1,1-bis(4-hydroxyphenyl)cyclohexane affects superoxide dismutase activity",affects^phenotype
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,swim bladder inflation,GO:0048798,"1,1-bis(4-hydroxyphenyl)cyclohexane^C517113^MESH",Danio rerio,7955.0,"[1,1-bis(4-hydroxyphenyl)cyclohexane affects embryo development] which results in decreased swim bladder inflation",affects^phenotype|decreases^phenotype
11-dehydrocorticosterone,C003552,72-23-1,regulation of metabolic process,GO:0019222,Cisplatin^D002945^MESH,Rattus norvegicus,10116.0,[Cisplatin affects regulation of metabolic process] which results in increased abundance of 11-dehydrocorticosterone,affects^phenotype|increases^abundance
11-dehydrocorticosterone,C003552,72-23-1,steroid metabolic process,GO:0008202,Heroin^D003932^MESH,Mus musculus,10090.0,[Heroin affects steroid metabolic process] which results in decreased abundance of 11-dehydrocorticosterone,affects^phenotype|decreases^abundance
11-dehydro-thromboxane B2,C049235,67910-12-7,arachidonic acid metabolic process,GO:0019369,Tetrachlorodibenzodioxin^D013749^MESH,Rattus norvegicus,10116.0,[Tetrachlorodibenzodioxin results in increased arachidonic acid metabolic process] which results in increased abundance of 11-dehydro-thromboxane B2,increases^abundance|increases^phenotype
"11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2",C025088,74158-09-1,arachidonic acid metabolic process,GO:0019369,"11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2^C025088^MESH|Tetrachlorodibenzodioxin^D013749^MESH",Rattus norvegicus,10116.0,"[[Tetrachlorodibenzodioxin results in increased arachidonic acid metabolic process] which results in increased prostanoid metabolic process] which results in increased abundance of 11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2",increases^abundance|increases^phenotype
"11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2",C025088,74158-09-1,prostanoid metabolic process,GO:0006692,"11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2^C025088^MESH|Tetrachlorodibenzodioxin^D013749^MESH",Rattus norvegicus,10116.0,"[[Tetrachlorodibenzodioxin results in increased arachidonic acid metabolic process] which results in increased prostanoid metabolic process] which results in increased abundance of 11-deoxy-15-keto-13,14-dihydro-11 beta,16-cycloprostaglandin E2",increases^abundance|increases^phenotype
11-deoxyprostaglandin E1,C034008,37786-00-8,cell chemotaxis,GO:0060326,,Homo sapiens,9606.0,11-deoxyprostaglandin E1 results in decreased cell chemotaxis,decreases^phenotype
11-deoxyprostaglandin E1,C034008,37786-00-8,histamine secretion mediated by immunoglobulin,GO:0097280,,Homo sapiens,9606.0,11-deoxyprostaglandin E1 results in increased histamine secretion mediated by immunoglobulin,increases^phenotype
11-deoxyprostaglandin E1,C034008,37786-00-8,vasodilation,GO:0042311,,Rattus norvegicus,10116.0,11-deoxyprostaglandin E1 results in increased vasodilation,increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,,Mus musculus,10090.0,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction",increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,APOE^348^GENE,Mus musculus,10090.0,"APOE gene mutant form inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction]",decreases^reaction|increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,APOE^348^GENE|manganese(III)-tetrakis(4-benzoic acid)porphyrin^C097284^MESH,Mus musculus,10090.0,"manganese(III)-tetrakis(4-benzoic acid)porphyrin inhibits the reaction [APOE gene mutant form inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction]]",decreases^reaction|increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,,Rattus norvegicus,10116.0,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction",increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,chromium mesoporphyrin^C427471^MESH|Particulate Matter^D052638^MESH,Rattus norvegicus,10116.0,"chromium mesoporphyrin inhibits the reaction [Particulate Matter inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction]]",decreases^reaction|increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,cobaltiprotoporphyrin^C007095^MESH,Rattus norvegicus,10116.0,"cobaltiprotoporphyrin inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction]",decreases^reaction|increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,negative regulation of vasoconstriction,GO:0045906,Particulate Matter^D052638^MESH,Rattus norvegicus,10116.0,"Particulate Matter inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased negative regulation of vasoconstriction]",decreases^reaction|increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,positive regulation of guanylate cyclase activity,GO:0031284,,Homo sapiens,9606.0,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased positive regulation of guanylate cyclase activity",increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,relaxation of vascular associated smooth muscle,GO:0060087,GPX1^2876^GENE,Mus musculus,10090.0,"[GPX1 gene mutant form results in decreased susceptibility to 1,1-diethyl-2-hydroxy-2-nitrosohydrazine] which results in decreased relaxation of vascular associated smooth muscle",decreases^phenotype|decreases^response to substance
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,vasodilation,GO:0042311,Norepinephrine^D009638^MESH,Mus musculus,10090.0,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine inhibits the reaction [Norepinephrine results in decreased vasodilation]",decreases^phenotype|decreases^reaction
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,vasodilation,GO:0042311,,Mus musculus,10090.0,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased vasodilation",increases^phenotype
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,vasodilation,GO:0042311,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one^C095284^MESH|Norepinephrine^D009638^MESH",Mus musculus,10090.0,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one inhibits the reaction [1,1-diethyl-2-hydroxy-2-nitrosohydrazine inhibits the reaction [Norepinephrine results in decreased vasodilation]]",decreases^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,"2,2',3,5',6-pentachlorobiphenyl^C032904^MESH",Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [2,2',3,5',6-pentachlorobiphenyl affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,"2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH",Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [2,2',4,4'-tetrabromodiphenyl ether affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,6-OH-BDE-47^C580599^MESH,Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [6-OH-BDE-47 affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,Chlorpyrifos^D004390^MESH,Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [Chlorpyrifos affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,Dibutyl Phthalate^D003993^MESH,Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [Dibutyl Phthalate affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,Diethylhexyl Phthalate^D004051^MESH,Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [Diethylhexyl Phthalate affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1'-diheptyl-4,4'-bipyridinium",C523784,,calcium ion homeostasis,GO:0055074,perfluorooctane sulfonic acid^C076994^MESH,Rattus norvegicus,10116.0,"1,1'-diheptyl-4,4'-bipyridinium inhibits the reaction [perfluorooctane sulfonic acid affects calcium ion homeostasis]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,actin cytoskeleton organization,GO:0030036,,Homo sapiens,9606.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC affects actin cytoskeleton organization",affects^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,activation of adenylate cyclase activity,GO:0007190,CNR2^1269^GENE|Colforsin^D005576^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC binds to and results in increased activity of CNR2 protein] inhibits the reaction [Colforsin results in increased activation of adenylate cyclase activity]",affects^binding|decreases^reaction|increases^activity|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,activation of adenylate cyclase activity,GO:0007190,CNR2^1269^GENE|Colforsin^D005576^MESH|Cyclic AMP^D000242^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC binds to and results in increased activity of CNR2 protein] inhibits the reaction [[Colforsin results in increased activation of adenylate cyclase activity] which results in increased abundance of Cyclic AMP]",affects^binding|decreases^reaction|increases^abundance|increases^activity|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway,GO:0007197,CNR2^1269^GENE,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC binds to and results in increased activity of CNR2 protein] which results in increased adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway",affects^binding|increases^activity|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,adipose tissue development,GO:0060612,Dietary Fats^D004041^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats results in increased adipose tissue development]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,adipose tissue development,GO:0060612,Dietary Fats^D004041^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats results in increased adipose tissue development]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,adipose tissue development,GO:0060612,Dietary Fats^D004041^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats results in increased adipose tissue development]]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,adipose tissue development,GO:0060612,Dietary Fats^D004041^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats results in increased adipose tissue development]]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,behavioral response to pain,GO:0048266,LEPR^3953^GENE|sulforaphane^C016766^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC co-treated with sulforaphane] inhibits the reaction [LEPR protein affects behavioral response to pain]",affects^cotreatment|affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,behavioral response to pain,GO:0048266,LEPR^3953^GENE,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [LEPR protein affects behavioral response to pain]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,behavioral response to pain,GO:0048266,cobaltiprotoporphyrin^C007095^MESH|LEPR^3953^GENE,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC promotes the reaction [cobaltiprotoporphyrin inhibits the reaction [LEPR protein affects behavioral response to pain]]",affects^phenotype|decreases^reaction|increases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,behavioral response to pain,GO:0048266,iodopravadoline^C094023^MESH|LEPR^3953^GENE,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [LEPR protein affects behavioral response to pain]]",affects^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Colforsin^D005576^MESH|Cyclic AMP^D000242^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Colforsin affects cAMP metabolic process] which results in increased abundance of Cyclic AMP]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Colforsin^D005576^MESH|Cyclic AMP^D000242^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Colforsin affects cAMP metabolic process] which results in increased abundance of Cyclic AMP]]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Colforsin^D005576^MESH|Cyclic AMP^D000242^MESH,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Colforsin affects cAMP metabolic process] which results in increased abundance of Cyclic AMP]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Cyclic AMP^D000242^MESH|F2^2147^GENE,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[F2 protein affects cAMP metabolic process] which results in decreased abundance of Cyclic AMP]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Colforsin^D005576^MESH|Cyclic AMP^D000242^MESH|iodopravadoline^C094023^MESH,Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[Colforsin affects cAMP metabolic process] which results in increased abundance of Cyclic AMP]]",affects^phenotype|decreases^reaction|increases^abundance
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cAMP metabolic process,GO:0046058,Cyclic AMP^D000242^MESH|F2^2147^GENE|iodopravadoline^C094023^MESH,Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[F2 protein affects cAMP metabolic process] which results in decreased abundance of Cyclic AMP]]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cell motility,GO:0048870,iodopravadoline^C094023^MESH,Homo sapiens,9606.0,"[iodopravadoline co-treated with 1,1-dimethylbutyl-1-deoxy-Delta(9)-THC] results in increased cell motility",affects^cotreatment|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cellular metabolic process,GO:0044237,"lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [lipopolysaccharide, E coli O55-B5 results in decreased cellular metabolic process]",decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,cellular metabolic process,GO:0044237,"iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [lipopolysaccharide, E coli O55-B5 results in decreased cellular metabolic process]]",decreases^phenotype|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import",increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import",increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import",increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import",increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import",increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,"2-(N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)amino)-2-deoxyglucose^C098340^MESH",Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of 2-(N-(7-nitrobenz-2-oxa-1,3-diazol-4-yl)amino)-2-deoxyglucose",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Deoxyglucose^D003847^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Deoxyglucose",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Deoxyglucose^D003847^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Deoxyglucose",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Fluorodeoxyglucose F18^D019788^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Fluorodeoxyglucose F18",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Fluorodeoxyglucose F18^D019788^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Fluorodeoxyglucose F18",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Fluorodeoxyglucose F18^D019788^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Fluorodeoxyglucose F18",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Glucose^D005947^MESH,Mus musculus,10090.0,"[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Glucose",increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,CNR1^1268^GENE,Mus musculus,10090.0,"CNR1 protein affects the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import]",affects^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Deoxyglucose^D003847^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Deoxyglucose]",decreases^reaction|increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Deoxyglucose^D003847^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Deoxyglucose]",decreases^reaction|increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glucose import,GO:0046323,Glucose^D005947^MESH|iodopravadoline^C094023^MESH,Mus musculus,10090.0,"iodopravadoline inhibits the reaction [[1,1-dimethylbutyl-1-deoxy-Delta(9)-THC results in increased glucose import] which results in increased import of Glucose]",decreases^reaction|increases^import|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glutathione metabolic process,GO:0006749,"Glutathione^D005978^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects glutathione metabolic process] which results in decreased abundance of Glutathione]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glutathione metabolic process,GO:0006749,"Glutathione^D005978^MESH|iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Mus musculus,10090.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects glutathione metabolic process] which results in decreased abundance of Glutathione]]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glutathione metabolic process,GO:0006749,"Glutathione^D005978^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects glutathione metabolic process] which results in decreased abundance of Glutathione]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,glutathione metabolic process,GO:0006749,"Glutathione^D005978^MESH|iodopravadoline^C094023^MESH|lipopolysaccharide, E coli O55-B5^C482199^MESH",Rattus norvegicus,10116.0,"iodopravadoline inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [[lipopolysaccharide, E coli O55-B5 affects glutathione metabolic process] which results in decreased abundance of Glutathione]]",affects^phenotype|decreases^abundance|decreases^reaction
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,inflammatory response,GO:0006954,Dietary Fats^D004041^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Dietary Fats results in increased inflammatory response]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte adhesion to vascular endothelial cell,GO:0061756,TNF^7124^GENE,Homo sapiens,9606.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [TNF protein results in increased leukocyte adhesion to vascular endothelial cell]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte cell-cell adhesion,GO:0007159,Lipopolysaccharides^D008070^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Lipopolysaccharides results in increased leukocyte cell-cell adhesion]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte cell-cell adhesion,GO:0007159,Lipopolysaccharides^D008070^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Lipopolysaccharides results in increased leukocyte cell-cell adhesion]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte cell-cell adhesion,GO:0007159,CNR2^1269^GENE|Lipopolysaccharides^D008070^MESH,Mus musculus,10090.0,"CNR2 protein affects the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Lipopolysaccharides results in increased leukocyte cell-cell adhesion]]",affects^reaction|decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte cell-cell adhesion,GO:0007159,Lipopolysaccharides^D008070^MESH|SR 144528^C110630^MESH,Mus musculus,10090.0,"SR 144528 inhibits the reaction [1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Lipopolysaccharides results in increased leukocyte cell-cell adhesion]]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,leukocyte migration involved in inflammatory response,GO:0002523,Paraquat^D010269^MESH,Rattus norvegicus,10116.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Paraquat results in increased leukocyte migration involved in inflammatory response]",decreases^reaction|increases^phenotype
"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC",C432747,,maintenance of blood-brain barrier,GO:0035633,Lipopolysaccharides^D008070^MESH,Mus musculus,10090.0,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC inhibits the reaction [Lipopolysaccharides affects maintenance of blood-brain barrier]",affects^phenotype|decreases^reaction
